Question Concept_id,Type (Question/Answer),emr_concept_id,Mapped CIEL Concept (in KenyaEMR),amrs_concept_id,AMRS CIEL Mapping,,,,,,,,,,,,,,,,,,,,
160643,Eggs ,162171,162171,6910,162171,,,,,,,,,,,,,,,,,,,,
160643,Fish,162546,162546,1762,162546,,,,,,,,,,,,,,,,,,,,
160643,Milk Protein,162547,162547,10685,162547,,,,,,,,,,,,,,,,,,,,
160643,Peanuts,162172,162172,10686,162172,,,,,,,,,,,,,,,,,,,,
160643,Shellfish,162175,162175,10687,162175,,,,,,,,,,,,,,,,,,,,
160643,Soy,162176,162176,10688,162176,,,,,,,,,,,,,,,,,,,,
160643,Strawberries,162548,162548,10689,162548,,,,,,,,,,,,,,,,,,,,
160643,Wheat,162177,162177,10690,162177,,,,,,,,,,,,,,,,,,,,
160643,Adhesive Tape,162542,162542,10691,162542,,,,,,,,,,,,,,,,,,,,
160643,Bee Stings,162536,162536,10692,162536,,,,,,,,,,,,,,,,,,,,
160643,Dust,162537,162537,10693,162537,,,,,,,,,,,,,,,,,,,,
160643,Latex,162538,162538,10694,162538,,,,,,,,,,,,,,,,,,,,
160643,Mold ,162539,162539,10695,162539,,,,,,,,,,,,,,,,,,,,
160643,Pollen,162540,162540,10696,162540,,,,,,,,,,,,,,,,,,,,
160643,Ragweed,162541,162541,10697,162541,,,,,,,,,,,,,,,,,,,,
160643,Other,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
159935,Reaction,159935,159935,2031,159935,,,,,,,,,,,,,,,,,,,,
159935,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
159935,Anaemia,121629,121629,3,121629,,,,,,,,,,,,,,,,,,,,
159935,Anaphylaxis,148888,148888,10698,148888,,,,,,,,,,,,,,,,,,,,
159935,Angioedema,148787,148787,7954,148787,,,,,,,,,,,,,,,,,,,,
159935,Arrhythmia,120148,120148,1530,120148,,,,,,,,,,,,,,,,,,,,
159935,Bronchospasm,108,108,108,108,,,,,,,,,,,,,,,,,,,,
159935,Cough,143264,143264,107,143264,,,,,,,,,,,,,,,,,,,,
159935,Diarrhea,142412,142412,16,142412,,,,,,,,,,,,,,,,,,,,
159935,Dystonia,118773,118773,10699,118773,,,,,,,,,,,,,,,,,,,,
159935,Fever,140238,140238,5945,140238,,,,,,,,,,,,,,,,,,,,
159935,Flushing,140039,140039,10700,140039,,,,,,,,,,,,,,,,,,,,
159935,GI upset,139581,139581,10812,139581,,,,,,,,,,,,,,,,,,,,
159935,Headache,139084,139084,620,139084,,,,,,,,,,,,,,,,,,,,
159935,Hepatotoxicity,159098,159098,8607,159098,,,,,,,,,,,,,,,,,,,,
159935,Hives,111061,111061,10813,111061,,,,,,,,,,,,,,,,,,,,
159935,Hypertension,117399,117399,903,117399,,,,,,,,,,,,,,,,,,,,
159935,Itching ,879,879,879,879,,,,,,,,,,,,,,,,,,,,
159935,Mental status change,121677,121677,8394,121677,,,,,,,,,,,,,,,,,,,,
159935,Musculoskeletal pain,159347,159347,10701,159347,,,,,,,,,,,,,,,,,,,,
159935,Myalgia,121,121,121,121,,,,,,,,,,,,,,,,,,,,
159935,Rash ,512,512,512,512,,,,,,,,,,,,,,,,,,,,
159935,Other ,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
162760,Severity,162760,162760,6968,162760,,,,,,,,,,,,,,,,,,,,
162760,Mild ,160754,160754,10702,160754,,,,,,,,,,,,,,,,,,,,
162760,Moderate,160755,160755,10703,160755,,,,,,,,,,,,,,,,,,,,
162760,Severe,160756,160756,10704,160756,,,,,,,,,,,,,,,,,,,,
162760,Fatal,160758,160758,10705,160758,,,,,,,,,,,,,,,,,,,,
162760,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
160753,Allergy date ,160753,160753,10706,160753,,,,,,,,,,,,,,,,,,,,
1427,LMP date ,1427,1427,1836,1427,,,,,,,,,,,,,,,,,,,,
5272,Pregnancy status,5272,5272,5272,5272,,,,,,,,,,,,,,,,,,,,
5272,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
5272,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
163530,ANC No,163530,163530,10814,163530,,,,,,,,,,,,,,,,,,,,
5596,EDD,5596,5596,5596,5596,,,,,,,,,,,,,,,,,,,,
5599,Date of confinement,5599,5599,5599,5599,,,,,,,,,,,,,,,,,,,,
159423,ANC profile,159423,159423,10726,159423,,,,,,,,,,,,,,,,,,,,
159423,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
159423,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
160653,FP Status,160653,160653,8355,160653,,,,,,,,,,,,,,,,,,,,
160653,Currently using (FP),965,965,965,965,,,,,,,,,,,,,,,,,,,,
160653,Not using (NOFP),160652,160652,10709,160652,,,,,,,,,,,,,,,,,,,,
160653,Wants (WFP),1360,1360,8356,1360,,,,,,,,,,,,,,,,,,,,
374,Family planning method,374,374,374,374,,,,,,,,,,,,,,,,,,,,
374,Emergency contraceptive pills,160570,160570,6725,160570,,,,,,,,,,,,,,,,,,,,
374,Oral Contraceptives Pills,780,780,780,780,,,,,,,,,,,,,,,,,,,,
374,Injectible,5279,5279,5279,5279,,,,,,,,,,,,,,,,,,,,
374,Implant,1359,1359,10817,1359,,,,,,,,,,,,,,,,,,,,
374,Intrauterine Device,5275,5275,5275,5275,,,,,,,,,,,,,,,,,,,,
374,Lactational Amenorhea Method,136163,136163,8300,136163,,,,,,,,,,,,,,,,,,,,
374,Diaphram/Cervical Cap,5278,5278,5278,5278,,,,,,,,,,,,,,,,,,,,
374,Fertility Awareness,5277,5277,5277,5277,,,,,,,,,,,,,,,,,,,,
374,Tubal Ligation,1472,1472,6700,1472,,,,,,,,,,,,,,,,,,,,
374,Condoms,190,190,190,190,,,,,,,,,,,,,,,,,,,,
374,Vasectomy(Partner),1489,1489,6701,1489,,,,,,,,,,,,,,,,,,,,
160575,Not using Family Planning? Specify reason(s),160575,160575,6687,160575,,,,,,,,,,,,,,,,,,,,
160575,Thinks can't get pregnant,160572,160572,8299,160572,,,,,,,,,,,,,,,,,,,,
160575,Not sexually active now,160573,160573,7062,160573,,,,,,,,,,,,,,,,,,,,
160575,Other ,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
164934,Has the client been screened for CaCx,164934,,10400,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164934,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
164934,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
161558,Has the client been screened for STI (in this visit)?,161558,161558,9611,161558,,,,,,,,,,,,,,,,,,,,
161558,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161558,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
164935,STI Partner Notification,164935,,9609,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164935,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
164935,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
6042,Diagnosis,6042,6042,6042,6042,,,,,,,,,,,,,,,,,,,,
159368,Complaint duration,159368,159368,10893,159368,"The concept used in kenya EMR does not seem correct, They have used CIEL 159368 which is ""Medication duration""",,,,,,,,,,,,,,,,,,,
159948,Complaint date ,159948,159948,9728,159948,,,,,,,,,,,,,,,,,,,,
1659,TB screening results,1659,1659,8292,1659,,,,,,,,,,,,,,,,,,,,
1659,No TB Signs,1660,1660,10678,1660,,,,,,,,,,,,,,,,,,,,
1659,Presumed TB,142177,142177,6971,142177,,,,,,,,,,,,,,,,,,,,
1659,TB Confirmed,1662,1662,10767,1662,Different class and datatype. ,,,,,,,,,,,,,,,,,,,
1659,TB Screening Not Done,160737,160737,6621,160737,,,,,,,,,,,,,,,,,,,,
163300,Nutrition status,163300,163300,10805,163300,,,,,,,,,,,,,,,,,,,,
163300,Normal,1115,1115,1115,1115,,,,,,,,,,,,,,,,,,,,
163300,Severe acute malnutrition,163302,163302,9471,163302,,,,,,,,,,,,,,,,,,,,
163300,Moderate acute malnutrition,163303,163303,9472,163303,,,,,,,,,,,,,,,,,,,,
163300,Overweight/Obese,114413,114413,6895,114413,,,,,,,,,,,,,,,,,,,,
121764, Patient has adverse drug reaction(s),121764,121764,1664,121764,,,,,,,,,,,,,,,,,,,,
121764,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
121764,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
160643,Medicine causing reaction,160643,160643,7007,160643,,,,,,,,,,,,,,,,,,,,
159935,Reaction,159935,159935,2031,159935,,,,,,,,,,,,,,,,,,,,
159935,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
159935,Anaemia,121629,121629,3,121629,,,,,,,,,,,,,,,,,,,,
159935,Anaphylaxis,148888,148888,10698,148888,,,,,,,,,,,,,,,,,,,,
159935,Angioedema,148787,148787,7954,148787,,,,,,,,,,,,,,,,,,,,
159935,Arrhythmia,120148,120148,1530,120148,,,,,,,,,,,,,,,,,,,,
159935,Bronchospasm,108,108,108,108,,,,,,,,,,,,,,,,,,,,
159935,Cough,143264,143264,107,143264,,,,,,,,,,,,,,,,,,,,
159935,Diarrhea,142412,142412,16,142412,,,,,,,,,,,,,,,,,,,,
159935,Dystonia,118773,118773,10699,118773,,,,,,,,,,,,,,,,,,,,
159935,Fever,140238,140238,5945,140238,,,,,,,,,,,,,,,,,,,,
159935,Flushing,140039,140039,10700,140039,,,,,,,,,,,,,,,,,,,,
159935,GI upset,139581,139581,10812,139581,,,,,,,,,,,,,,,,,,,,
159935,Headache,139084,139084,620,139084,,,,,,,,,,,,,,,,,,,,
159935,Hepatotoxicity,159098,159098,8607,159098,,,,,,,,,,,,,,,,,,,,
159935,Hives,111061,111061,10813,111061,"Difference between ""Hives"" and ""Urticaria""",,,,,,,,,,,,,,,,,,,
159935,Hypertension,117399,117399,903,117399,,,,,,,,,,,,,,,,,,,,
159935,Itching ,879,879,879,879,,,,,,,,,,,,,,,,,,,,
159935,Mental status change,121677,121677,8394,121677,,,,,,,,,,,,,,,,,,,,
159935,Musculoskeletal pain,159347,159347,10701,159347,,,,,,,,,,,,,,,,,,,,
159935,Myalgia,121,121,121,121,,,,,,,,,,,,,,,,,,,,
159935,Rash ,512,512,512,512,,,,,,,,,,,,,,,,,,,,
159935,Other ,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
162760,Severity,162760,162760,6968,162760,,,,,,,,,,,,,,,,,,,,
162760,Mild ,160754,160754,10702,160754,,,,,,,,,,,,,,,,,,,,
162760,Moderate,160755,160755,10703,160755,,,,,,,,,,,,,,,,,,,,
162760,Severe,160756,160756,10704,160756,,,,,,,,,,,,,,,,,,,,
162760,Fatal,160758,160758,10705,160758,,,,,,,,,,,,,,,,,,,,
162760,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
160753,Allergy date ,160753,160753,10706,160753,,,,,,,,,,,,,,,,,,,,
1255,Action taken,1255,1255,1255,1255,,,,,,,,,,,,,,,,,,,,
1255,Continue regimen,1257,1257,1257,1257,,,,,,,,,,,,,,,,,,,,
1255,Switched regimen,1259,1259,1259,1259,,,,,,,,,,,,,,,,,,,,
1255,Changed dose,981,981,981,981,,,,,,,,,,,,,,,,,,,,
1255,Change formulation,1258,1258,1258,1258,,,,,,,,,,,,,,,,,,,,
1255,None ,1107,1107,1107,1107,,,,,,,,,,,,,,,,,,,,
1255,Stop,1260,1260,1260,1260,,,,,,,,,,,,,,,,,,,,
1255,Other,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
,Laboratory investigations done,,,,,,,,,,,,,,,,,,,,,,,,
856,HIV viral load,856,856,856,856,,,,,,,,,,,,,,,,,,,,
1305,HIV Viral Load(LDL),1305,1305,1305,1305,,,,,,,,,,,,,,,,,,,,
1305,LDL,1302,1302,1302,1302,,,,,,,,,,,,,,,,,,,,
5497,CD4 count,5497,5497,5497,5497,,,,,,,,,,,,,,,,,,,,
,Chronic illnesses and comorbidities,,,,,,,,,,,,,,,,,,,,,,,,
162747,Patient has any chronic illnesse(s),162747,162747,10239,162747,,,,,,,,,,,,,,,,,,,,
162747,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162747,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1284,Chronic illness,1284,1284,1284,1284,The class and datatype in AMRS and CIEL are different.,,,,,,,,,,,,,,,,,,,
159948,Onset date chronic illness,159948,159948,6137,159948,,,,,,,,,,,,,,,,,,,,
1282,Chronic illness- drug,1282,1282,1895,1282,,,,,,,,,,,,,,,,,,,,
1443,Chronic illness- dose,1443,1443,10888,1443,This is mapped but the class and datatype  in CIEL and AMRS are different. ,,,,,,,,,,,,,,,,,,,
1444,Chronic illness units,1444,1444,10889,,The kenyaEMR concept does not seem correct. I think CIEL 162384 would be appropriate. ,,,,,,,,,,,,,,,,,,,
160855,Chronic illness- frequency,160855,160855,1896,160855,,,,,,,,,,,,,,,,,,,,
160855,Once daily,160862,160862,1891,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Once daily at bedtime,160863,160863,10890,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Once daily in the evening,160864,160864,10891,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Once daily in the morning,160865,160865,10892,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Twice daily,160858,160858,1888,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Thrice daily,160866,160866,1889,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Four times daily,160870,160870,1890,,The class is different. ,,,,,,,,,,,,,,,,,,,
159368,Chronic illness- duration,159368,159368,10893,,The datatype is different ,,,,,,,,,,,,,,,,,,,
1732,Chronic illness- duration units,1732,1732,10604,,The datatype is different ,,,,,,,,,,,,,,,,,,,
1732,Hours,1822,1822,1822,1822,,,,,,,,,,,,,,,,,,,,
1732,Days,1072,1072,1072,1072,,,,,,,,,,,,,,,,,,,,
1732,Weeks,1073,1073,1073,1073,,,,,,,,,,,,,,,,,,,,
1732,Months,1074,1074,1074,1074,,,,,,,,,,,,,,,,,,,,
, Other medications dispensed,,,,,,,,,,,,,,,,,,,,,,,,
1282,Other medications dispensed- drug,1282,1282,1895,1282,This is mapped but the class and datatype  in CIEL and AMRS are different. ,,,,,,,,,,,,,,,,,,,
1443,Other medications dispensed- dose,1443,1443,10888,1443,This is mapped but the class and datatype  in CIEL and AMRS are different. ,,,,,,,,,,,,,,,,,,,
1444,Other medications dispensed- units,1444,1444,10889,,The kenyaEMR concept does not seem correct. I think CIEL 162384 would be appropriate. ,,,,,,,,,,,,,,,,,,,
160855,Other medications dispensed- frequency,160855,160855,1896,160855,,,,,,,,,,,,,,,,,,,,
160855,Once daily,160862,160862,1891,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Once daily at bedtime,160863,160863,10890,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Once daily in the evening,160864,160864,10891,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Once daily in the morning,160865,160865,10892,,Can the two ids be mapped. ,,,,,,,,,,,,,,,,,,,
160855,Twice daily,160858,160858,1888,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Thrice daily,160866,160866,1889,,The class is different. ,,,,,,,,,,,,,,,,,,,
160855,Four times daily,160870,160870,1890,,The class is different. ,,,,,,,,,,,,,,,,,,,
159368,Other medications dispensed- duration,159368,159368,10893,,The datatype is different ,,,,,,,,,,,,,,,,,,,
1732,Other medications dispensed- duration units,1732,1732,10604,,The datatype is different ,,,,,,,,,,,,,,,,,,,
1732,Hours,1822,1822,1822,1822,,,,,,,,,,,,,,,,,,,,
1732,Days,1072,1072,1072,1072,,,,,,,,,,,,,,,,,,,,
1732,Weeks,1073,1073,1073,1073,,,,,,,,,,,,,,,,,,,,
1732,Months,1074,1074,1074,1074,,,,,,,,,,,,,,,,,,,,
162550,Drug pickup date,162550,162550,10736,162550,,,,,,,,,,,,,,,,,,,,
162229,CTX dispensed,162229,162229,10832,162229,,,,,,,,,,,,,,,,,,,,
162229,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162229,No ,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
162229,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
164940,Dapsone dispensed,164940,,10834,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164940,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
164940,No ,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
164940,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
,Regimen Dose and Duration,,,,,,,,,,,,,,,,,,,,,,,,
159368,Complaint duration,159368,159368,10893,159368,"The concept used in kenya EMR does not seem correct, They have used CIEL 159368 which is ""Medication duration""",,,,,,,,,,,,,,,,,,,
1732,Duration units,1732,1732,10604,1732,,,,,,,,,,,,,,,,,,,,
6042,Diagnosis,6042,6042,6042,6042,,,,,,,,,,,,,,,,,,,,
163104,Treatment plan,163104,163104,7222,163104,,,,,,,,,,,,,,,,,,,,
,Vaccinations -Child,,,,,,,,,,,,,,,,,,,,,,,,
1198,BCG,886,886,886,886,,,,,,,,,,,,,,,,,,,,
1198,PV,82215,82215,6957,82215,,,,,,,,,,,,,,,,,,,,
1198,Penta,1423,1423,6654,1685,,,,,,,,,,,,,,,,,,,,
1198,PCV,162342,162342,6957,162342,,,,,,,,,,,,,,,,,,,,
1198,Measles,36,36,36,36,,,,,,,,,,,,,,,,,,,,
1198,Adult vaccination,1198,1198,1198,1198,,,,,,,,,,,,,,,,,,,,
1198,HBV,782,782,782,782,,,,,,,,,,,,,,,,,,,,
1198,Flu,5261,5261,5261,5261,,,,,,,,,,,,,,,,,,,,
1198,Other,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
,PHDP Services,,,,,,,,,,,,,,,,,,,,,,,,
159777,Has the client been given condoms this visit?,159777,159777,6287,159777,,,,,,,,,,,,,,,,,,,,
159777,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
159777,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
159777,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
112603,Has the client been screened for substance abuse?,112603,112603,6259,112603,,,,,,,,,,,,,,,,,,,,
112603,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
112603,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
112603,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
159423,Has the Client disclosed HIV status to their sexually active partner?,159423,159423,10726,159423,,,,,,,,,,,,,,,,,,,,
159423,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
159423,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
159423,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
159423,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
161557,Has the client's partner received on-site HIV testing?,161557,161557,2312,161557,,,,,,,,,,,,,,,,,,,,
161557,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161557,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
161557,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
161558,Has the client been screened for STI (in this visit)?,161558,161558,9611,161558,,,,,,,,,,,,,,,,,,,,
161558,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161558,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
,Adherence assessment,,,,,,,,,,,,,,,,,,,,,,,,
1658,ARV adherence,1658,1658,8288,1658,,,,,,,,,,,,,,,,,,,,
1658,Good,159405,159405,6343,159405,,,,,,,,,,,,,,,,,,,,
1658,Fair ,159406,159406,6655,159406,,,,,,,,,,,,,,,,,,,,
1658,Poor,159407,159407,6344,159407,,,,,,,,,,,,,,,,,,,,
1658,Not applicable ,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
161652,Cotrimoxazole adherence,161652,161652,10831,161652,,,,,,,,,,,,,,,,,,,,
161652,Good,159405,159405,6343,159405,,,,,,,,,,,,,,,,,,,,
161652,Fair ,159406,159406,6655,159406,,,,,,,,,,,,,,,,,,,,
161652,Poor,159407,159407,6344,159407,,,,,,,,,,,,,,,,,,,,
161652,Not applicable ,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
164941,Dapsone adherence,164941,,10833,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164941,Good,159405,159405,6343,159405,,,,,,,,,,,,,,,,,,,,
164941,Fair ,159406,159406,6655,159406,,,,,,,,,,,,,,,,,,,,
164941,Poor,159407,159407,6344,159407,,,,,,,,,,,,,,,,,,,,
,Stability assessment,,,,,,,,,,,,,,,,,,,,,,,,
1855,Is the patient stable? ,1855,1855,9070,1855,,,,,,,,,,,,,,,,,,,,
1855,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
1855,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
5096,Return visit date,5096,5096,5096,5096,,,,,,,,,,,,,,,,,,,,
160288,Return visit reason,160288,160288,1835,160288,,,,,,,,,,,,,,,,,,,,
160288,Follow up,160523,160523,2345,160523,,,,,,,,,,,,,,,,,,,,
160288,Lab tests,1283,1283,1283,1283,,,,,,,,,,,,,,,,,,,,
160288,Counseling,159382,159382,8360,159382,,,,,,,,,,,,,,,,,,,,
160288,Pharmacy refill,160521,160521,10728,160521,,,,,,,,,,,,,,,,,,,,
160288,Other,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
162549,Refill Date,162549,162549,9605,162549,,,,,,,,,,,,,,,,,,,,
164947,Differentiated Care,164947,,10988,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164947,Standard Care,164942,,10989,,Not mapped to CIEL/this responses as exactly the same as those in ART fast trck form but the concept ids used in both forms are different. ,,,,,,,,,,,,,,,,,,,
164947,Fast Track,164943,,10990,,Not mapped to CIEL/this responses as exactly the same as those in ART fast trck form but the concept ids used in both forms are different. ,,,,,,,,,,,,,,,,,,,
164947,Community ART Distribution - HCW Led,164944,,10991,,Not mapped to CIEL/this responses as exactly the same as those in ART fast trck form but the concept ids used in both forms are different. ,,,,,,,,,,,,,,,,,,,
164947,Community ART Distribution - Peer Led,164945,,10992,,Not mapped to CIEL/this responses as exactly the same as those in ART fast trck form but the concept ids used in both forms are different. ,,,,,,,,,,,,,,,,,,,
164947,Facility ART Distribution Group,164946,,10993,,Not mapped to CIEL/this responses as exactly the same as those in ART fast trck form but the concept ids used in both forms are different. ,,,,,,,,,,,,,,,,,,,
