Question Concept_id,Type (Question/Answer),emr_concept_id,Mapped CIEL Concept (in KenyaEMR),amrs_concept_id,AMRS CIEL Mapping,,,,,,,,,,,,,,,,,,,,
1646,PNC Register Number,1646,1646,10941,1646,,,,,,,,,,,,,,,,,,,,
159893,PNC Visit Number,159893,159893,10942,159893,,,,,,,,,,,,,,,,,,,,
159780,Mastitis,115915,115915,10946,115915,,,,,,,,,,,,,,,,,,,,
230,PPH,230,230,230,230,,,,,,,,,,,,,,,,,,,,
230,Present,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
230,Absent,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
162128,C/S Scar,162128,162128,8572,162128,,,,,,,,,,,,,,,,,,,,
162128,Wound intact and healing,162129,162129,10947,162129,,,,,,,,,,,,,,,,,,,,
162128,Caesarean Wound Disruption,145776,145776,10948,145776,,,,,,,,,,,,,,,,,,,,
162128,Infection of obstetric surgical wound,156794,156794,109,156794,,,,,,,,,,,,,,,,,,,,
162128,Surgical wound healed,162130,162130,10949,162130,,,,,,,,,,,,,,,,,,,,
162128,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
21,Haemoglobin,21,21,21,21,,,,,,,,,,,,,,,,,,,,
162110,Involution of Uterus,162110,162110,11049,162110,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 12-16 week size",162111,162111,11040,162111,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 16-20 week size ",162112,162112,11041,162112,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 20-24 week size ",162113,162113,11042,162113,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 24-28 week size",162114,162114,11043,162114,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 28-32 week size ",162115,162115,11044,162115,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 32-34 week size  ",162116,162116,11045,162116,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 34-36 week size",162117,162117,11046,162117,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterine fundus 36-38 week size",162118,162118,11047,162118,,,,,,,,,,,,,,,,,,,,
162110,"On exam, uterus 38 weeks-term size ",162119,162119,11048,162119,,,,,,,,,,,,,,,,,,,,
162110,Uterus Involuted ,123427,123427,8571,123427,,,,,,,,,,,,,,,,,,,,
159840,Condition of Episiotomy,159840,159840,2384,159840,,,,,,,,,,,,,,,,,,,,
159840,Repaired-episiotomy wound,159842,159842,10950,159842,,,,,,,,,,,,,,,,,,,,
159840,Healed-episiotomy wound,159843,159843,10951,159843,,,,,,,,,,,,,,,,,,,,
159840,Gap-episiotomy wound,159841,159841,10952,159841,,,,,,,,,,,,,,,,,,,,
159840,Postoperative wound infection,113919,113919,10953,113919,,,,,,,,,,,,,,,,,,,,
159840,Not Applicable,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
159844,Lochia,159844,159844,2380,159844,,,,,,,,,,,,,,,,,,,,
159844,Normal,1115,1115,1115,1115,,,,,,,,,,,,,,,,,,,,
159844,Foul smelling,159846,159846,2378,159846,,,,,,,,,,,,,,,,,,,,
159844,Excessive,159845,159846,2379,159846,,,,,,,,,,,,,,,,,,,,
161651,Counselled on infant feeding,161651,161651,1368,161651,,,,,,,,,,,,,,,,,,,,
161651,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161651,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1382,Counseling on Family Planning,1382,1382,6681,1382,,,,,,,,,,,,,,,,,,,,
1382,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
1382,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1382,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
,Baby(s) observations,,,,,,,,,,,,,,,,,,,,,,,,
159949,Delivery outcome,159949,159949,10933,159949,,,,,,,,,,,,,,,,,,,,
159949,Single ,159913,159913,6942,159913,,,,,,,,,,,,,,,,,,,,
159949,Twins ,159914,159914,8062,159914,,,,,,,,,,,,,,,,,,,,
159949,Triplets,159915,159915,8063,159915,,,,,,,,,,,,,,,,,,,,
(Group)162588,Delivery outcome qualitative and quantitative,162588,162588,11056,162588,,,,,,,,,,,,,,,,,,,,
,Baby 1,,,,,,,,,,,,,,,,,,,,,,,,
162134,Baby's Condition,162134,162134,8566,162134,,,,,,,,,,,,,,,,,,,,
162134,Good ,1855,1855,9070,1855,,,,,,,,,,,,,,,,,,,,
162134,Fair,162133,162133,10943,162133,,,,,,,,,,,,,,,,,,,,
162134,Poor ,162132,162132,10944,162132,,,,,,,,,,,,,,,,,,,,
162134,Died,160034,160034,1593,160034,,,,,,,,,,,,,,,,,,,,
162121,Umbilical Cord,162121,162121,8567,162121,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump clean  ,162122,162122,11050,162122,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump not clean  ,162123,162123,11051,162123,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump moist ,162124,162124,11052,162124,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump dry,162120,162120,11053,162120,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump not healed,162125,162125,11054,162125,,,,,,,,,,,,,,,,,,,,
162121,Neonatal umbilical stump healed ,162126,162126,11055,162126,,,,,,,,,,,,,,,,,,,,
1151,Baby's Feeding Method,1151,1151,1151,1151,,,,,,,,,,,,,,,,,,,,
1151,Exclusive breastfeeding,5526,5526,5526,5526,,,,,,,,,,,,,,,,,,,,
1151,Replacement feeding,1595,1595,10940,1595,,,,,,,,,,,,,,,,,,,,
1151,Mixed feeding ,6046,6046,6046,6046,,,,,,,,,,,,,,,,,,,,
1151,Not sure,159418,159418,9568,159418,,,,,,,,,,,,,,,,,,,,
162127,Baby Immunization Started,162127,162127,10954,162127,,,,,,,,,,,,,,,,,,,,
162127,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
162127,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
,HIV testing,,,,,,,,,,,,,,,,,,,,,,,,
(Group)164410,Test laboratory number construct ,164410,164410,164410,164410,,,,,,,,,,,,,,,,,,,,
1040,HIV Test 1 Results,1040,1040,1040,1040,,,,,,,,,,,,,,,,,,,,
1040,Positive ,703,703,703,703,,,,,,,,,,,,,,,,,,,,
1040,Negative ,664,664,664,664,,,,,,,,,,,,,,,,,,,,
1040,Invalid ,163611,163611,10766,163611,,,,,,,,,,,,,,,,,,,,
164962,Kit name,164962,,2343,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164962,Determine ,164960,,6155,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164962,First Response,164961,,11021,,,,,,,,,,,,,,,,,,,,,
164962,Dual kit ,165351,,11022,,,,,,,,,,,,,,,,,,,,,
164964,Lot Number,164964,,10412,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
162502,Expiry date,162502,162502,10413,162502,,,,,,,,,,,,,,,,,,,,
299,syphilis test results,299,299,299,299,,,,,,,,,,,,,,,,,,,,
299,Negative ,1229,1229,1229,1229,,,,,,,,,,,,,,,,,,,,
299,Positive ,1228,1228,1228,1228,,,,,,,,,,,,,,,,,,,,
1326,HIV Test 2 Results,1326,1326,1326,1326,,,,,,,,,,,,,,,,,,,,
1326,Positive ,703,703,703,703,,,,,,,,,,,,,,,,,,,,
1326,Negative ,664,664,664,664,,,,,,,,,,,,,,,,,,,,
1326,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
164962,Kit name,164962,,2343,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164962,Determine ,164960,,6155,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
164962,First Response,164961,,11021,,,,,,,,,,,,,,,,,,,,,
164962,Dual kit ,165351,,11022,,,,,,,,,,,,,,,,,,,,,
164964,Lot Number,164964,,10412,,Not mapped to CIEL,,,,,,,,,,,,,,,,,,,
162502,Expiry date,162502,162502,10413,162502,,,,,,,,,,,,,,,,,,,,
159427,Final results,159427,159427,1357,159427,,,,,,,,,,,,,,,,,,,,
159427,Positive ,703,703,703,703,,,,,,,,,,,,,,,,,,,,
159427,Negative ,664,664,664,664,,,,,,,,,,,,,,,,,,,,
159427,Inconclusive,1138,1138,1138,1138,,,,,,,,,,,,,,,,,,,,
164848,Results given to client?,164848,164848,2389,164848,,,,,,,,,,,,,,,,,,,,
164848,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
164848,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
,Partner Testing,,,,,,,,,,,,,,,,,,,,,,,,
161557,Has the client's partner been tested for HIV?,161557,161557,2312,161557,,,,,,,,,,,,,,,,,,,,
161557,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161557,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1436,Partner HIV Status,1436,1436,2313,1436,,,,,,,,,,,,,,,,,,,,
1436,HIV Positive ,703,703,703,703,,,,,,,,,,,,,,,,,,,,
1436,HIV Negative ,664,664,664,664,,,,,,,,,,,,,,,,,,,,
1436,Unknown,1067,1067,1067,1067,,,,,,,,,,,,,,,,,,,,
,ART and Prophylaxis,,,,,,,,,,,,,,,,,,,,,,,,
1109,Mother's prophylaxis given during this visit?,1109,1109,1109,1109,,,,,,,,,,,,,,,,,,,,
1109,Cotrimoxazole,105281,105281,916,105281,,,,,,,,,,,,,,,,,,,,
1109,Dapsone,74250,74250,92,74250,,,,,,,,,,,,,,,,,,,,
1109,None,1107,1107,1107,1107,,,,,,,,,,,,,,,,,,,,
1282,AZT for the baby dispensed?,1282,1282,1895,1282,Check how this is epresented in the form. ,,,,,,,,,,,,,,,,,,,
1282,Yes,160123,160123,11030,160123,,,,,,,,,,,,,,,,,,,,
1282,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1282,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
1282,NVP for the baby dispensed?,1282,1282,1895,1282,,,,,,,,,,,,,,,,,,,,
1282,Yes,80586,80586,631,80586,,,,,,,,,,,,,,,,,,,,
1282,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
1282,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
,Client monitoring,,,,,,,,,,,,,,,,,,,,,,,,
161074,Has the client undergone post natal exercises,161074,161074,161074,161074,,,,,,,,,,,,,,,,,,,,
161074,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161074,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
160085,Maternal condition,160085,160085,10423,160085,,,,,,,,,,,,,,,,,,,,
161004,Iron supplementation (Haematinics),161004,161004,10955,161004,,,,,,,,,,,,,,,,,,,,
161004,Yes,1065,1065,1065,1065,,,,,,,,,,,,,,,,,,,,
161004,No,1066,1066,1066,1066,,,,,,,,,,,,,,,,,,,,
159921,Fistula screening,159921,159921,10473,159921,,,,,,,,,,,,,,,,,,,,
159921,None,1107,1107,1107,1107,,,,,,,,,,,,,,,,,,,,
159921,Vesicovaginal Fistula,49,49,230,49,,,,,,,,,,,,,,,,,,,,
159921,Rectovaginal fistula,127847,127847,1218,127847,,,,,,,,,,,,,,,,,,,,
159921,Not done,1118,1118,1118,1118,,,,,,,,,,,,,,,,,,,,
164934,Has the client been screened for CaCx ,164934,,10400,,Not mapped to CIEl,,,,,,,,,,,,,,,,,,,
164934,Normal ,664,664,664,664,Confirm with Anto,,,,,,,,,,,,,,,,,,,
164934,Presumed ,159393,159393,11057,159393,,,,,,,,,,,,,,,,,,,,
164934,Confirmed,703,703,703,703,,,,,,,,,,,,,,,,,,,,
164934,Not done ,1118,1118,1118,1118,,,,,,,,,,,,,,,,,,,,
164934,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
163589,CaCx screening method,163589,163589,10402,163589,,,,,,,,,,,,,,,,,,,,
163589,Pap Smear,885,885,885,885,,,,,,,,,,,,,,,,,,,,
163589,VIA,162816,162816,9434,162816,,,,,,,,,,,,,,,,,,,,
163589,VILI,164977,164977,10420,164977,,,,,,,,,,,,,,,,,,,,
163589,Other,5622,5622,5622,5622,,,,,,,,,,,,,,,,,,,,
160653,On modern FP Method (less than or equals to 6 weeks),160653,160653,8355,160653,,,,,,,,,,,,,,,,,,,,
160653,Yes,965,965,965,965,,,,,,,,,,,,,,,,,,,,
160653,No,160652,160652,10709,160652,,,,,,,,,,,,,,,,,,,,
374,If on modern FP Method specify which method(s),374,374,374,374,,,,,,,,,,,,,,,,,,,,
374,Emergency contraceptive pills,160570,160570,6725,160570,,,,,,,,,,,,,,,,,,,,
374,Oral Contraceptives Pills,780,780,780,780,,,,,,,,,,,,,,,,,,,,
374,Injectible,5279,5279,5279,5279,,,,,,,,,,,,,,,,,,,,
374,Implant,1359,1359,10817,1359,,,,,,,,,,,,,,,,,,,,
374,Intrauterine Device,5275,5275,5275,5275,,,,,,,,,,,,,,,,,,,,
374,Lactational Amenorhea Method,136163,136163,8300,136163,,,,,,,,,,,,,,,,,,,,
374,Diaphram/Cervical Cap,5278,5278,5278,5278,,,,,,,,,,,,,,,,,,,,
374,Fertility Awareness,5277,5277,5277,5277,,,,,,,,,,,,,,,,,,,,
374,Tubal Ligation,1472,1472,6700,1472,,,,,,,,,,,,,,,,,,,,
374,Condoms,190,190,190,190,,,,,,,,,,,,,,,,,,,,
374,Vasectomy(Partner),1489,1489,6701,1489,,,,,,,,,,,,,,,,,,,,
374,Undecided,162332,162332,10956,162332,,,,,,,,,,,,,,,,,,,,
,Referrals,,,,,,,,,,,,,,,,,,,,,,,,
160481,Referred from?,160481,160481,10926,160481,,,,,,,,,,,,,,,,,,,,
160481,Another health facility,1537,1537,6708,1537,,,,,,,,,,,,,,,,,,,,
160481,Community Unit,163488,163488,9613,163488,,,,,,,,,,,,,,,,,,,,
160481,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
163145,Referred to?,163145,163145,10927,163145,,,,,,,,,,,,,,,,,,,,
163145,Another health facility,1537,1537,6708,1537,,,,,,,,,,,,,,,,,,,,
163145,Community Unit,163488,163488,9613,163488,,,,,,,,,,,,,,,,,,,,
163145,N/A,1175,1175,1175,1175,,,,,,,,,,,,,,,,,,,,
5096,Next appointment date,5096,5096,5096,5096,,,,,,,,,,,,,,,,,,,,
159395,Clinical Notes,159395,159395,7222,159395,,,,,,,,,,,,,,,,,,,,
